x,y,yhat
0.11749999999999972,-2.3999999999999986,1.1690927279112011
-0.0365000000000002,-4.799999999999997,-0.36316497505326956
0.7274999999999991,8.300000000000004,7.238425187705531
0.5404999999999998,7.0,5.3778265483915355
0.6894999999999998,9.800000000000004,6.860335624636382
-0.027500000000000746,2.3000000000000007,-0.27361744695794876
-0.4455000000000009,-3.5,-4.432602640718659
-0.28550000000000075,0.7000000000000028,-2.840646585690635
-0.8265000000000002,0.0,-8.22344799675413
-0.4535000000000009,-7.5,-4.51220044347006
